runIndex;gen_nine;maxFit;divX_nine;divSig_nine;totDistSig_nine
1;505;9.999985494500805;2.5549445017118976e-15;1.6654796732381322e-18;0.02507008347115959
2;566;9.999982179833463;1.8967257099894387e-15;1.7752048451562847e-18;0.02082649058223016
3;474;9.991581071548627;1.931423377586652e-15;4.800845768965896e-18;0.04064032407658918
