Generation;Max;Min;Mean;DiversityX;DiversitySigma;TotalDistSigma
0;1.7342305913773128E-5;9.922283930612931E-232;1.8431167055467932E-7;5.623353597575602E-16;7.910872718608073E-16;5.058784170876061
1;1.7342305913773128E-5;1.272529401322842E-108;1.859074629371286E-7;5.921486673164003E-16;3.3742287865343267E-16;5.331879065510604
2;0.005946865736419142;2.0632482957340148E-52;5.965532500515722E-5;8.432434396089836E-16;6.583320634564271E-16;5.482497702367585
3;0.005946865736419142;4.324379659881715E-42;7.882817941079332E-5;6.408065176664831E-16;4.510673014636294E-16;5.797513934850397
4;0.005946865736419142;9.48256925939877E-45;7.889849466454326E-5;1.2704231182631978E-15;6.721380416726862E-16;6.094733321327827
5;0.005946865736419142;4.439111110462759E-28;9.333620710961055E-5;5.215874560487808E-16;6.034281728172657E-16;6.294809384344258
6;0.005946865736419142;1.1379731015853596E-20;9.782471165950817E-5;1.055749713466795E-15;5.324410748403048E-16;6.465893437243797
7;0.005946865736419142;4.450580696780331E-16;1.4609966008384117E-4;1.9832129275824194E-15;5.929669370632622E-16;6.465443692010862
8;0.005946865736419142;2.4418401931907037E-19;1.4815140923580677E-4;1.5567927930728951E-15;3.336608097953231E-16;6.6675982832154945
9;0.005946865736419142;2.559845694329847E-14;1.4927767872941923E-4;1.8331876713870444E-15;6.338649159394651E-16;7.03629921699033
10;0.005946865736419142;1.6466086767754346E-11;1.574868797371869E-4;1.3890784653966175E-15;6.025645333370188E-16;7.049463348932308
11;0.005946865736419142;7.960605019986016E-10;1.6501565911146099E-4;1.935425404343286E-15;6.231598367195321E-16;7.03380425764994
12;0.005946865736419142;2.589502791046141E-9;2.915464590555566E-4;1.9498601426148306E-15;9.654710650739751E-16;6.7302710303935225
13;0.005946865736419142;4.44539390192777E-10;3.289085872024833E-4;2.1008998792673035E-15;5.982410910664456E-16;7.0210462021527364
14;0.01614467656456945;2.5733432398169815E-8;6.258543207825638E-4;2.6065483169317827E-15;8.872708691219045E-16;7.002081197570805
15;0.016350642912407634;1.6635102484405678E-7;9.820270404558358E-4;2.129033795090773E-15;5.202432268555529E-16;7.076621792806451
16;0.020366656780442936;1.7366714576468653E-7;0.0016057662004240786;3.049983710803479E-15;4.1162108182394914E-16;6.422506391303825
17;0.028217381002536186;2.031248143350828E-6;0.0022851700459662703;2.6444393810292988E-15;6.469921718579163E-16;6.136514767087316
18;0.028217381002536186;1.8633642599222942E-6;0.002522059784955648;2.085223473911681E-15;7.479488553443242E-16;6.091330141158899
19;0.04569007181843398;1.8633642599222942E-6;0.0033911731959123587;1.4555747893321405E-15;7.444430346821472E-16;6.076156633895107
20;0.048807610989580225;1.8633642599222942E-6;0.004128598590004636;2.554999257520475E-15;5.104282805033293E-16;6.303713104087263
21;0.07414774750677088;1.573063909068127E-5;0.006079138023240313;3.1620523897311946E-15;6.660470729536734E-16;6.2357745376502045
22;0.07414774750677088;9.295426249042614E-5;0.00744502289792236;2.2502500811018705E-15;4.207034836380981E-16;6.241886542397269
23;0.09924575846241775;1.2500841246716442E-4;0.009388000078159146;2.0063950992492408E-15;4.1958251551754457E-16;6.296606650282004
24;0.11166088047291294;1.9194512867718702E-4;0.012290092061485626;1.6034280484594427E-15;4.665374591706164E-16;6.438131070790749
25;0.11166088047291294;1.9194512867718702E-4;0.012735845936650345;2.3848376188688255E-15;3.17719881683073E-16;6.54090847246591
26;0.29596804897451584;1.4215758552813088E-6;0.01874233056418568;4.017281532538647E-15;8.070304352258636E-16;6.576953542162012
27;0.29596804897451584;9.270386451190199E-5;0.020737842374724695;2.5743256732642975E-15;6.113457727766291E-16;6.6305311498735895
28;0.3631665354837505;5.788915463705673E-5;0.025299675693082127;1.2549081229024516E-15;3.585623992857107E-16;6.82657109846479
29;0.3631665354837505;4.6961209167309876E-5;0.026598043727645685;1.8054114207071574E-15;6.680167401862622E-16;6.903937960724696
30;0.3631665354837505;5.085888187576976E-5;0.027375038039865705;1.982316890010231E-15;7.85385933664788E-16;6.934983488234687
31;0.3631665354837505;1.4493940584705207E-13;0.02944895586976134;2.554831609380727E-15;6.506014085519558E-16;6.904861558765438
32;0.3631665354837505;7.210359541310986E-4;0.03497976152149213;3.027048882649757E-15;4.4117205868167015E-16;6.700996538920802
33;0.3631665354837505;6.254576065837227E-5;0.03485547819566601;2.251913900765718E-15;8.797584500632297E-16;6.701249821254127
