Generation;Max;Min;Mean;DiversityX;DiversitySigma;TotalDistSigma
0;4.3188076947955054E-5;2.715706373741688E-226;4.3213741876102417E-7;2.4506522966468977E-16;3.6491563214913116E-16;4.999475033038666
1;4.3188076947955054E-5;4.380383440375454E-198;4.3931205747672553E-7;8.147985699962001E-16;3.745164221181855E-16;5.157185872921509
2;2.4459093130321905E-4;3.9497813328650797E-115;2.8853084321817714E-6;5.447032952076774E-16;4.485717505538101E-16;5.076391511182713
3;2.4459093130321905E-4;6.820249452622908E-97;2.8872682966266473E-6;1.0281168752576623E-15;2.892951277144781E-16;5.213646872532042
4;2.4459093130321905E-4;1.0341457134326982E-72;2.932521900875683E-6;8.65529756070312E-16;4.192194643444219E-16;5.329284290423564
5;2.4459093130321905E-4;4.994079465510495E-70;2.932522448986863E-6;7.204278183469818E-16;3.9207774078857023E-16;5.284510625254077
6;2.4459093130321905E-4;3.2885912291464533E-53;2.9468565061328305E-6;1.0805419191797514E-15;4.540374439440586E-16;5.367374391759965
7;2.4459093130321905E-4;2.0902234640005546E-47;3.3731109689791497E-6;1.239189326228203E-15;5.354665612825912E-16;5.398156881939621
8;0.0017591104507318988;4.1515852527450454E-42;2.0964314750187642E-5;1.383706725813645E-15;5.609826870276309E-16;5.519754219684041
9;0.0017591104507318988;7.881761301637721E-39;2.104324762126874E-5;1.3397006541132163E-15;4.196966101422139E-16;5.6044928902733275
10;0.0017591104507318988;7.040676731845383E-33;3.699651142594924E-5;1.5526428313644836E-15;6.461424083407264E-16;5.735172419756438
11;0.0017591104507318988;4.046570660680064E-29;4.0451890699991596E-5;1.501444372736157E-15;4.403411355812373E-16;5.723630666677082
12;0.0017591104507318988;7.973947600680575E-25;4.334472208270089E-5;8.424193514475447E-16;5.514828231278905E-16;5.856881306408925
13;0.0017591104507318988;1.378907292858502E-17;4.33740138003516E-5;2.3449230341206695E-15;5.104081314064063E-16;5.992083850790191
14;0.0033717568047752933;3.140174589435765E-17;8.511571155021817E-5;2.072077138178609E-15;4.156081189657876E-16;5.894871298329442
15;0.0033717568047752933;3.4334848971577535E-17;9.216927330497725E-5;2.5207980046033393E-15;4.102121023106886E-16;5.8383367247728355
16;0.0033717568047752933;2.334976796852408E-16;9.322136312381942E-5;1.1044643508242822E-15;4.779632617916949E-16;5.963638852694207
17;0.0033717568047752933;1.5619256616598072E-12;1.1216017077773621E-4;1.3533287375210851E-15;6.731871549309587E-16;5.862385451943664
18;0.0033717568047752933;3.8523932522593834E-12;1.1996020918994635E-4;1.3682308558650832E-15;3.7325171372187296E-16;5.932895443783873
19;0.0033717568047752933;8.625855655050061E-12;1.2164138016645555E-4;8.337103664268773E-16;5.050285436970044E-16;5.931646559344091
20;0.0033717568047752933;5.891440744692648E-11;1.2778458430673804E-4;1.7403113325426421E-15;5.728753496558937E-16;5.782724640207226
21;0.012410392086543051;2.1757228211531117E-10;2.744611248346039E-4;2.2523393602638424E-15;4.254932457684793E-16;5.868801011472346
22;0.012410392086543051;8.084480907379549E-10;2.800044339822225E-4;1.1996621221490086E-15;7.46449350057987E-16;6.005340705022026
23;0.012410392086543051;9.485707043448152E-10;3.1502150393417484E-4;2.6693714426040136E-15;3.484554172204338E-16;5.931420224768928
24;0.012410392086543051;9.485707043448152E-10;3.299708038385746E-4;1.0144109659381393E-15;3.861350253020452E-16;5.9353948143387445
25;0.03518278478479533;1.1470313144126648E-8;6.83240225037791E-4;2.5053461131859547E-15;4.918160340580968E-16;5.855212712174647
26;0.03518278478479533;4.818776509423578E-8;6.938388939784075E-4;2.8331925782351155E-15;6.60096681666873E-16;5.850162056482753
27;0.03518278478479533;5.033102418371458E-8;7.545504101982921E-4;2.798276774544418E-15;3.6238281569852693E-16;5.72014561833485
28;0.03518278478479533;7.32944623428228E-8;0.0010152609329436323;1.566939687804369E-15;5.381659387513455E-16;5.733980859073878
29;0.03518278478479533;2.27319629220796E-7;0.001083838932549267;6.448283901638774E-16;5.110877055799075E-16;5.687646333302642
30;0.03518278478479533;3.5967308364887235E-7;0.0011632363189359055;2.280334310618517E-15;5.24359242477258E-16;5.756784257547048
