runIndex;gen_nine;maxFit;divX_nine;divSig_nine;totDistSig_nine
1;1572;9.999985112115292;1.107715668921774e-15;1.9103423837666907e-18;0.028802178211845338
2;1578;9.9939968882486;1.9666960839624125e-15;2.817142614486083e-18;0.022677035440662758
3;-1;9.853853835934142;2.866776437879266e-15;3.353586655665194e-21;2.9181745169814363e-05
