Generation;Max;Min;Mean;DiversityX;DiversitySigma;TotalDistSigma
0;0.0011452325814187401;1.8876143434982317E-194;1.1494821207506643E-5;4.2966635118932373E-16;3.6155491383038787E-16;4.983149394226564
1;0.0011452325814187401;1.0570811658638515E-147;1.1495638379314511E-5;5.2597042815623955E-16;4.887232775980727E-16;5.03119045726051
2;0.0011452325814187401;1.7464461787261777E-126;1.1499461414102838E-5;7.913390601297712E-16;4.714299021132038E-16;5.05813979654734
3;0.0011452325814187401;2.137629606276209E-93;1.1500673381166875E-5;6.476237072756176E-16;4.2222425334911263E-16;5.082159921146935
4;0.0011452325814187401;1.0305620005220779E-84;1.15006742022876E-5;6.385394424973256E-16;4.557276192758708E-16;5.0639842860377176
5;0.0011452325814187401;3.8114191376652174E-55;1.1500816449513286E-5;1.1458999564235847E-15;5.609788419019611E-16;5.130912544553237
6;0.0011452325814187401;1.5104733345101965E-49;1.1665125387421001E-5;6.483802417569516E-16;5.901587313465127E-16;5.1627233806890604
7;0.0011452325814187401;2.5060444499961474E-45;1.1748270510906715E-5;1.1415554789928238E-15;4.591748750179843E-16;5.185637043479156
8;0.0011452325814187401;9.233033704372168E-36;1.1751478950122404E-5;1.2232446152590873E-15;6.266395183749072E-16;5.277080955670096
9;0.0011452325814187401;1.2090996049692103E-32;1.1798987797762033E-5;1.1079719858357498E-15;4.619021485042527E-16;5.335143881906413
10;0.0011452325814187401;4.9243543658317804E-29;1.180409678792116E-5;9.247233222515928E-16;3.650384772664529E-16;5.3973097246887205
11;0.0011452325814187401;1.2435581734943457E-23;1.180852832571273E-5;1.0802954956833043E-15;3.644842913913917E-16;5.362691731339387
12;0.0011452325814187401;8.71337715063288E-20;1.3442991425749105E-5;1.6055110511447578E-15;5.107301198929676E-16;5.455440032172552
13;0.0011452325814187401;3.778619228615327E-21;1.345939381629671E-5;1.255997913291077E-15;4.688099947424286E-16;5.4596962611728905
14;0.0011452325814187401;1.2161672476978136E-18;1.4720980036774729E-5;9.999091633814782E-16;6.504031021100981E-16;5.447856610073666
15;0.0011452325814187401;2.5753682116064986E-18;1.5319077299129093E-5;1.704200660411098E-15;3.999590002993049E-16;5.467852656090554
16;0.0011452325814187401;8.439583391594792E-18;2.020536435335676E-5;1.0341273065550801E-15;3.6894207857694507E-16;5.478143574727907
17;0.0011452325814187401;1.485031308627452E-16;2.023954059243191E-5;2.1076174001455364E-15;6.038021818159869E-16;5.559532166962626
18;0.0011452325814187401;1.8647917621029314E-15;2.1137651391250023E-5;1.5114070801292191E-15;4.506094407652839E-16;5.590711511475342
19;0.0011452325814187401;4.230237460035833E-14;2.1710287632172912E-5;1.4267242786073612E-15;6.155881327614694E-16;5.680247558064819
20;0.0011452325814187401;2.9502567483063385E-12;2.205590188601129E-5;1.5845951521218761E-15;5.395513280144936E-16;5.6775493392872285
21;0.00309991182511476;2.7486195998187326E-11;7.70406684317554E-5;2.2049487664532414E-15;5.26993528867813E-16;5.779722704900836
22;0.00309991182511476;8.99170487274025E-11;7.719221054692719E-5;1.7775221913203947E-15;4.886428799486101E-16;5.86001602858545
