Generation;Max;Min;Mean
135;9.731470976;5.729571704;9.060034722
136;9.788544945;8.293078599;9.146151157
137;9.788544945;7.48391533;9.139946864
138;9.788544945;8.151551947;9.164559889
139;9.788544945;7.065405112;9.177373799
140;9.788544945;7.928547331;9.19796133
141;9.788544945;8.151551947;9.245792905
142;9.788544945;7.598232257;9.293146528
143;9.788544945;7.704166569;9.33053543
144;9.788544945;8.522122152;9.36561192
145;9.788544945;8.843862652;9.368057926
146;9.788544945;8.481237333;9.388799704
147;9.788544945;6.611384153;9.337450285
148;9.788544945;6.611384153;9.336639197
149;9.896025084;8.481237333;9.442711866
150;9.896025084;7.529496796;9.45110274
151;9.896025084;9.196013575;9.499733452
152;9.896025084;7.235904795;9.491892448
153;9.896025084;8.501653467;9.522934028
154;9.896025084;7.537298874;9.507540617
155;9.896025084;8.501653467;9.553323698
156;9.896025084;8.800923649;9.577080531
157;9.896025084;9.063837294;9.59286008
158;9.896025084;9.035979168;9.599340978
159;9.896025084;8.798176296;9.599447725
160;9.896025084;9.035547287;9.612519947
161;9.896025084;9.035547287;9.626472899
162;9.896025084;8.663125441;9.636564717
163;9.896025084;6.928550566;9.614420219
164;9.896025084;9.127933413;9.659555877
165;9.896025084;9.127933413;9.672478093
166;9.896025084;9.024038655;9.669378464
167;9.896025084;9.246120754;9.688319623
168;9.899171523;9.100402085;9.691384811
169;9.899171523;9.246120754;9.710765117
170;9.899171523;9.287839988;9.720477782
171;9.899171523;9.262861924;9.723436539
172;9.91745001;8.988469864;9.725442189
173;9.91745001;9.127749633;9.723345565
174;9.91745001;9.180055033;9.731339746
175;9.91745001;9.312113467;9.742901081
176;9.91745001;9.346569491;9.758430139
177;9.91745001;8.98525183;9.754620404
178;9.91745001;9.484188931;9.779970821
179;9.91745001;9.467508511;9.779244081
180;9.91745001;9.118440399;9.78349968
181;9.91745001;9.370106969;9.789827958
182;9.91745001;9.36764089;9.786490479
183;9.91745001;9.532452489;9.802549419
184;9.91745001;9.547936991;9.805173555
185;9.91745001;9.352759766;9.801065931
186;9.918933366;9.510520703;9.809606066
187;9.918933366;9.47638566;9.804302797
188;9.918933366;9.388917666;9.809864454
189;9.918933366;9.546605542;9.816268182
190;9.918933366;9.330120635;9.815828119
191;9.918933366;9.330120635;9.816226516
192;9.921330143;9.494146604;9.819677472
193;9.9521498;9.719340687;9.83623668
194;9.9521498;9.574271777;9.837483795
195;9.967514019;9.635046484;9.837778778
196;9.967514019;9.635046484;9.842352556
197;9.967514019;9.570962266;9.83732159
198;9.967514019;9.606928211;9.844389419
199;9.967514019;9.576608191;9.850436121
200;9.967514019;9.651420125;9.851145266
201;9.967514019;9.419627692;9.854041521
202;9.967514019;9.648986862;9.855376038
203;9.967514019;9.505135802;9.858940641
204;9.967514019;9.733668674;9.874066352
205;9.967514019;9.666640914;9.872717832
206;9.967514019;9.424640411;9.87029324
207;9.967514019;9.674361278;9.873441462
208;9.967514019;9.371585177;9.871386696
209;9.967514019;8.74127968;9.867044168
210;9.967514019;9.57823192;9.877506281
211;9.967514019;9.707680997;9.879196439
212;9.967514019;9.471013245;9.878930949
213;9.967514019;9.203883941;9.879393906
214;9.967514019;9.727189724;9.886777393
215;9.967514019;9.773328628;9.891202059
216;9.967514019;9.728480365;9.893475636
217;9.967514019;9.618206993;9.888058141
218;9.971053116;9.689309437;9.895415124
219;9.971053116;9.63259349;9.896852875
220;9.971053116;9.763397325;9.901756578
221;9.971053116;9.809922694;9.903462599
222;9.989793094;9.652614462;9.89917186
223;9.989793094;9.646550481;9.902561263
224;9.989793094;9.805937845;9.905916059
225;9.989793094;9.79903165;9.908941106
226;9.989793094;9.813530604;9.910319948
227;9.989793094;9.843310409;9.914388313
228;9.989793094;9.858487838;9.91546584
229;9.989793094;9.471244976;9.909982585
230;9.989793094;9.471244976;9.90772885
231;9.989793094;9.460648943;9.903047882
232;9.989793094;9.58392743;9.908738626
233;9.989793094;9.73610874;9.918205087
234;9.989793094;9.6719803;9.920942154
235;9.989793094;9.821552607;9.92175587
236;9.989793094;9.831404114;9.923820967
237;9.989793094;9.768934149;9.923633418
238;9.989793094;9.503822192;9.919931471
239;9.989793094;9.837412687;9.926897661
240;9.989793094;9.841964901;9.927114703
241;9.989793094;9.844169331;9.927664162
242;9.989793094;9.837329309;9.930873986
243;9.989793094;9.837329309;9.931986305
244;9.989793094;9.683674567;9.927463188
245;9.989793094;9.745495997;9.93119565
246;9.989793094;9.60647727;9.929978287
