Generation;Max;Min;Mean
383;6.23E-04;1.19E-04;1.51E-04
384;6.23E-04;1.15E-04;1.57E-04
385;6.23E-04;1.20E-04;1.60E-04
386;6.23E-04;1.20E-04;1.68E-04
387;6.23E-04;1.19E-04;1.72E-04
388;6.23E-04;1.27E-04;1.81E-04
389;6.23E-04;3.07E-42;1.92E-04
390;6.23E-04;2.02E-46;1.95E-04
391;6.23E-04;6.24E-41;1.97E-04
392;6.23E-04;6.57E-25;2.06E-04
393;6.23E-04;5.35E-21;2.12E-04
394;6.31E-04;1.32E-34;2.27E-04
395;6.37E-04;3.07E-42;2.37E-04
396;6.37E-04;1.15E-37;2.40E-04
397;6.37E-04;2.03E-38;2.49E-04
398;6.37E-04;1.77E-45;2.43E-04
399;6.37E-04;3.07E-42;2.52E-04
400;6.37E-04;3.07E-42;2.51E-04
401;6.68E-04;3.07E-42;2.75E-04
402;6.68E-04;5.66E-39;2.85E-04
403;6.68E-04;1.61E-45;3.03E-04
404;7.17E-04;3.07E-42;3.04E-04
405;7.17E-04;3.07E-42;3.12E-04
406;7.17E-04;1.23E-39;3.15E-04
407;7.17E-04;9.00E-39;3.50E-04
408;7.17E-04;5.59E-26;3.81E-04
409;7.17E-04;2.14E-21;4.11E-04
410;8.90E-04;9.08E-26;4.52E-04
411;8.90E-04;9.08E-26;4.97E-04
412;8.90E-04;2.62E-31;5.41E-04
413;8.90E-04;2.04E-04;5.96E-04
414;8.90E-04;2.78E-04;6.38E-04
415;8.90E-04;1.13E-22;6.51E-04
416;8.90E-04;5.95E-04;6.67E-04
417;8.90E-04;5.82E-04;6.74E-04
418;9.62E-04;6.12E-04;6.92E-04
419;9.62E-04;6.21E-04;7.03E-04
420;9.62E-04;6.23E-04;7.18E-04
421;9.62E-04;6.29E-04;7.34E-04
422;9.62E-04;6.16E-04;7.44E-04
423;9.62E-04;6.63E-04;7.60E-04
424;0.001130801;6.75E-04;7.77E-04
425;0.001130801;6.96E-04;7.93E-04
426;0.001130801;6.80E-04;8.07E-04
427;0.001130801;3.07E-42;8.11E-04
428;0.001130801;7.24E-04;8.36E-04
429;0.001130801;7.41E-04;8.54E-04
430;0.001130801;7.50E-04;8.68E-04
431;0.001130801;3.07E-42;8.69E-04
432;0.001142342;6.87E-04;8.99E-04
433;0.001142342;3.07E-42;9.06E-04
434;0.001142342;8.16E-04;9.42E-04
435;0.001326875;8.37E-04;9.70E-04
436;0.001397606;8.39E-04;9.95E-04
437;0.001397606;8.76E-04;0.00102543
438;0.001397606;8.69E-04;0.001048147
439;0.001397606;8.84E-04;0.001070174
440;0.001425851;9.35E-04;0.001107981
441;0.001425851;9.45E-04;0.001127572
442;0.001484162;9.74E-04;0.00116215
443;0.001484162;9.90E-04;0.001185598
444;0.001534427;0.001023427;0.001222066
445;0.001534427;0.001053032;0.001253822
446;0.001534427;3.07E-42;0.001265287
447;0.001666931;3.07E-42;0.001289587
448;0.001666931;0.001206336;0.001324295
449;0.001666931;1.28E-12;0.00133161
450;0.001666931;0.001207615;0.001371081
451;0.001690783;0.001227536;0.001404825
452;0.001690783;3.89E-24;0.001410716
453;0.001690783;3.07E-42;0.001426394
454;0.001882696;0.001241641;0.001465157
455;0.001882696;0.001335854;0.00149159
456;0.001882696;0.001376963;0.001511851
457;0.00189358;0.001377042;0.001532202
458;0.00189358;0.001424793;0.001554558
459;0.00189358;0.001342578;0.001565204
460;0.00189358;0.001442751;0.001585185
461;0.00189358;0.001355944;0.001613329
462;0.00189358;0.001460159;0.001636747
463;0.00189358;0.001461026;0.001646924
464;0.00189358;3.07E-42;0.001646169
465;0.00189358;0.001363803;0.001673983
466;0.001938497;0.001480077;0.001706631
467;0.001938497;0.001480077;0.001714752
468;0.001938497;3.07E-42;0.001712477
469;0.001938497;0.001617394;0.001759729
470;0.001938497;0.001536561;0.001774111
471;0.001938497;0.001408006;0.001784379
472;0.001938497;3.07E-42;0.001776624
473;0.001938497;4.08E-16;0.001777578
474;0.001944354;3.07E-42;0.001773464
475;0.001944354;3.07E-42;0.001766275
476;0.001944354;5.58E-17;0.001793994
477;0.001947363;0.001284505;0.001820399
478;0.001965281;0.00160904;0.001834923
479;0.001965281;3.07E-42;0.001826282
480;0.001965281;4.18E-47;0.0018072
481;0.001965281;0.001462619;0.001842279
482;0.001965281;0.00175214;0.001864709
483;0.001965281;3.07E-42;0.001844857
484;0.001965281;3.30E-17;0.001846802
485;0.001968064;0.001618308;0.001872967
486;0.001968064;2.72E-16;0.001858702
487;0.002003541;3.07E-42;0.001865643
488;0.002003541;0.001779084;0.001885006
489;0.002013836;0.001807798;0.001890049
490;0.002013836;0.001704431;0.001898613
491;0.002013836;3.07E-42;0.001887273
492;0.002013836;0.001655681;0.001908769
493;0.002013836;0.001785494;0.001915819
494;0.002013836;0.001719414;0.001918167
495;0.002013836;3.07E-42;0.001883666
496;0.002013836;6.56E-34;0.001899395
497;0.002013836;0.001709454;0.0019215
498;0.002013836;0.001709454;0.001926603
499;0.002038554;0.001719414;0.001941338
500;0.002038554;0.001864074;0.001948532
501;0.002038554;0.001881963;0.001955024
502;0.002038554;1.35E-39;0.001918522
503;0.002038554;1.82E-21;0.001944184
504;0.002038554;0.00184207;0.001965365
505;0.002038554;0.001861681;0.00197197
506;0.002041507;3.07E-42;0.00195343
507;0.002041507;0.001573403;0.001974049
508;0.002041507;0.00186571;0.001983226
509;0.002048458;3.84E-12;0.001967195
510;0.002048458;0.001862226;0.001991157
511;0.002060903;0.001862226;0.001994367
512;0.002060903;0.001866704;0.001994494
513;0.002060903;0.001900044;0.001998241
514;0.002060903;3.07E-42;0.001959221
515;0.002060979;0.001862639;0.00200495
516;0.002077755;0.001862639;0.002009688
517;0.002077755;0.001975127;0.002016461
518;0.002077755;3.07E-42;0.001974943
519;0.002077755;0.001964197;0.002017766
520;0.002077755;0.001957542;0.00202009
521;0.002077755;9.34E-55;0.001941857
522;0.002112943;0.001845576;0.002023164
523;0.002112943;0.001958844;0.002027522
524;0.002112943;0.001958844;0.002031602
525;0.002112943;0.001911975;0.002033759
526;0.002112943;0.001994958;0.002038798
527;0.002112943;0.001964717;0.00203963
528;0.002167961;0.001908408;0.002041698
529;0.002167961;0.001943159;0.002043021
530;0.002191359;0.001928482;0.002050241
531;0.002191359;0.001956959;0.002054001
532;0.002191359;5.79E-37;0.002037947
533;0.002191359;0.001997814;0.002061374
534;0.002191359;0.001968056;0.002065092
535;0.002191359;0.001958815;0.002069574
536;0.002191359;0.001958815;0.002075437
537;0.002191359;0.001984788;0.002086944
538;0.002191359;3.07E-42;0.002072489
539;0.002191359;1.12E-16;0.002078815
540;0.002201599;2.94E-29;0.002063806
541;0.002201599;0.001994906;0.00210988
542;0.002201599;0.002022216;0.002113828
543;0.002201599;3.07E-42;0.002097593
544;0.002217176;0.002023337;0.002129085
545;0.002217176;0.002063634;0.002136995
546;0.002217176;0.002086291;0.002145113
547;0.002217176;7.91E-41;0.002127578
548;0.002217176;3.07E-42;0.002109225
549;0.002217176;0.002103857;0.002155842
550;0.002217176;0.0020768;0.002157092
551;0.002224392;0.002043025;0.002159648
552;0.002230418;0.002043025;0.002164411
553;0.002230418;0.002091036;0.002166298
554;0.002230418;0.002071853;0.002168092
555;0.002230418;3.07E-42;0.002130371
556;0.002230418;1.10E-32;0.002129582
557;0.002230418;0.002041916;0.002174755
558;0.002230418;0.002091893;0.002178989
559;0.002233395;9.56E-33;0.002160265
560;0.002233395;3.12E-30;0.002160164
561;0.002233395;0.002014271;0.002181819
562;0.002233395;3.07E-42;0.002162079
563;0.002233395;3.07E-42;0.002166911
564;0.002233395;0.00209659;0.002191368
565;0.002233395;0.00212575;0.002194146
566;0.002233395;3.07E-42;0.002171461
567;0.002233395;3.07E-42;0.002169875
568;0.002235715;0.002089893;0.002194213
569;0.002235715;3.07E-42;0.002173252
570;0.002235715;3.01E-30;0.002173073
571;0.002250694;3.07E-42;0.002174877
572;0.002250694;0.002096306;0.002196453
573;0.002250694;3.07E-42;0.002177064
574;0.002250694;0.002078799;0.002197117
575;0.002250694;3.07E-42;0.002175455
576;0.002250694;0.002071399;0.002198901
577;0.002250694;0.00212315;0.002200444
578;0.002250694;0.002061178;0.00219898
579;0.002250694;0.002020339;0.002202598
580;0.002250694;0.002112886;0.00220425
581;0.002250694;0.002113465;0.002205143
582;0.002250694;0.002143264;0.002205116
583;0.002250694;0.002153516;0.002205719
584;0.002250694;3.07E-42;0.002181639
585;0.002250694;0.001921772;0.002202372
586;0.002250694;0.001886989;0.002202903
587;0.002250694;0.002137059;0.002207199
588;0.002250694;4.35E-04;0.002187632
589;0.002250694;0.002115154;0.002206719
590;0.002250694;0.002115154;0.002207287
591;0.002250694;0.002120432;0.002205795
592;0.002250694;0.002120432;0.002206922
593;0.002250694;0.002117758;0.002206983
594;0.002250694;0.002125053;0.002207834
595;0.002250694;0.002125053;0.002209261
596;0.002250694;0.00213855;0.002211608
597;0.002250694;0.002044799;0.002211653
598;0.002259178;0.002170565;0.002214689
599;0.002259178;0.002095529;0.00221232
600;0.002259178;0.002136063;0.002210924
601;0.002259178;0.00211304;0.002211829
602;0.002259178;0.00211125;0.002213206
603;0.002259178;0.00211125;0.002213228
604;0.002259178;3.07E-42;0.002167482
605;0.002259178;0.002104142;0.002211494
606;0.002259178;3.07E-42;0.002187722
607;0.002259178;0.002104142;0.002212202
608;0.002259178;0.002133666;0.002213333
609;0.002259178;0.002153433;0.00221508
610;0.002259178;0.002121701;0.002217227
611;0.002259178;8.08E-36;0.002195769
612;0.002259178;8.08E-36;0.002195943
613;0.002259178;0.002110047;0.002216246
614;0.002259178;3.01E-34;0.002193827
615;0.002259178;0.002084556;0.002215052
616;0.002259178;5.47E-26;0.002193231
617;0.002259178;0.002077194;0.002216325
618;0.002259178;0.002077194;0.002216939
619;0.002259178;0.002083031;0.00221764
620;0.002259178;0.002141426;0.002220896
621;0.002259178;0.002149722;0.002220804
622;0.002259178;0.002149722;0.002220671
623;0.002259827;0.002021122;0.002220662
624;0.002259827;2.11E-32;0.002195953
625;0.002259827;0.002067639;0.002221199
626;0.002259827;0.002109374;0.002221181
627;0.002259827;0.002104899;0.002221624
628;0.002259827;0.002104899;0.002219536
