Generation;Max;Min;Mean;DiversityX;DiversitySigma;TotalDistSigma
0;2.3542161324007876E-5;8.75126527479863E-307;2.982294478657191E-7;2.531016315328761E-16;3.4904906922710716E-16;5.1167908623500065
1;1.685117433210144E-4;8.092857148309292E-98;1.9856559689553975E-6;6.571151138157017E-16;4.919468878996165E-16;5.421825299301169
2;5.110201999765406E-4;2.0227891251075446E-61;7.123923702964865E-6;1.211452248169857E-15;5.255803889548214E-16;5.668799731466493
3;0.004150002327898245;2.970305178201994E-38;5.2771136426054413E-5;1.2327560717012145E-15;3.619935758680452E-16;5.652589053920112
4;0.02147789989299269;4.363345892256548E-25;3.0183748040102734E-4;2.1433772030203834E-15;2.968824387216441E-16;5.797568848933631
5;0.02147789989299269;1.0345424738173533E-17;3.6281375760635647E-4;1.4319553106512407E-15;4.017607825757855E-16;5.871039574363306
6;0.02147789989299269;1.6152149816640429E-13;4.34746685570429E-4;1.2245533486102795E-15;5.569533697863874E-16;5.911743433512731
7;0.02147789989299269;2.1726370948938893E-9;7.53939615437571E-4;1.9456645044503124E-15;5.920453607068646E-16;5.917170601491159
8;0.026216204898000386;5.7418097331652276E-8;0.001475969824442173;1.9266077329272585E-15;5.763296070891515E-16;5.818441771010956
9;0.036216579952721366;6.740662098438135E-7;0.002064156345807619;1.9420196831823943E-15;4.4116788962392675E-16;5.78488452279988
10;0.05145758134315031;1.3219569411241121E-6;0.0038510388039577504;2.6924261182877358E-15;5.504923625147083E-16;5.6288911913162405
11;0.11374514888269613;3.751716056621948E-6;0.005923817700443732;3.2418953363557365E-15;5.630807356678453E-16;5.636398033717615
12;0.11374514888269613;6.136554162858555E-6;0.00719807013782529;3.36357122338577E-15;2.2564446537368577E-16;5.556116846052987
13;0.23118413158933068;8.19709857905306E-5;0.011392431348204859;1.9471298914809867E-15;5.682049013678533E-16;5.478391255065236
14;0.23118413158933068;1.9068748055866235E-5;0.015489685602805624;1.689531839725289E-15;4.700631875525044E-16;5.495139192393633
15;0.23118413158933068;6.422246250293245E-6;0.01776084464075135;1.9289804762841294E-15;7.703462884491214E-16;5.485708926265048
16;0.23118413158933068;4.4849115501724156E-5;0.024013913306367696;1.6754671554723308E-15;4.950954434344744E-16;5.436087736792549
17;0.23118413158933068;4.266630509303371E-4;0.02579623099758497;1.1783248394972478E-15;3.809696428283075E-16;5.493664796548464
18;0.4073332312668133;5.271110025416431E-5;0.04006552314409805;1.6433288543551011E-15;5.443229995460978E-16;5.523678180344724
19;0.4073332312668133;1.4267654666514658E-5;0.04649059763087969;2.005640863455557E-15;5.135504770755915E-16;5.546044493634695
20;0.4073332312668133;0.002137451551741001;0.05214804152717897;1.4857895355276394E-15;3.803692022563452E-16;5.487667393094269
21;0.5638568477950079;0.001611253537036794;0.06663906093187283;1.6310929518997292E-15;9.018077929267668E-16;5.479348200610174
22;0.5638568477950079;8.721858791466976E-4;0.07670195146369493;2.0533631116876943E-15;4.749758586236361E-16;5.321270684855148
23;0.5638568477950079;1.7779904760010107E-5;0.08589238136480452;1.880753521885191E-15;3.4876888095177823E-16;5.411663920223194
24;0.5638568477950079;7.611503036367149E-4;0.08745007386720217;2.7619952487615858E-15;9.031844386379202E-16;5.378322650722066
25;0.5638568477950079;7.611503036367149E-4;0.09902052513982167;2.3871666843706987E-15;6.718040847965676E-16;5.2404088595529625
26;0.7198506240744768;1.1980240431694008E-4;0.10922135466174966;3.220894573428599E-15;4.930097351926116E-16;5.19963616470596
27;0.7198506240744768;3.8415224767449156E-4;0.11210042713197722;1.2812706055234077E-15;6.369491582594066E-16;5.203644590978251
28;0.7198506240744768;6.9297550193831E-4;0.1116089884354178;1.7739126672208574E-15;6.294456044003784E-16;5.127100832945162
29;0.7198506240744768;5.5425502253234E-4;0.11492071023125522;2.290916090304499E-15;3.153010484172543E-16;4.900992825483584
30;0.9413729774216826;0.004644628428783957;0.13799300732439124;1.61042748252931E-15;6.253620839045314E-16;4.736699491634529
31;0.9413729774216826;0.0015610903504438387;0.14315877966040302;2.1614411391846054E-15;3.526877523370757E-16;4.670341554910005
32;0.9413729774216826;0.0015610903504438387;0.1564434111869345;1.2069607797972378E-15;4.660015670653962E-16;4.544110542014441
33;0.9413729774216826;0.0028762617371517786;0.16493801865629243;2.602137541950946E-15;3.648706894227695E-16;4.450810890137784
34;0.9413729774216826;0.004409329122596496;0.1767236240472582;9.929540786916994E-16;5.21838998197969E-16;4.531101075778394
35;0.9413729774216826;0.004470117111244941;0.18782633550628514;1.940529476242532E-15;4.39562186426864E-16;4.593891599079983
36;0.9413729774216826;0.002660007249983959;0.19096596478523292;2.0167879649599276E-15;5.439550427018985E-16;4.56532574425776
37;1.096128285544074;0.01287664335345922;0.21180949416710038;2.1199658507613734E-15;3.002196626443229E-16;4.521987900709529
38;1.096128285544074;0.014172550738080736;0.22107994189790944;1.4305778342234128E-15;5.074297873552709E-16;4.6190491185874
39;1.096128285544074;0.01421265538196388;0.23176010529709065;1.5032109191154125E-15;5.387675026825671E-16;4.589929847244367
40;1.096128285544074;1.2961603641814272E-5;0.23844283536650468;1.3109930036847218E-15;3.474226777738012E-16;4.661402639887849
41;1.096128285544074;0.0035915213634869964;0.24070200589662402;1.0656106879011567E-15;2.736307039613069E-16;4.534652356951744
42;1.096128285544074;7.840049424721247E-4;0.23734160866650897;1.3988854166676829E-15;3.702384938213549E-16;4.559827561905312
43;1.096128285544074;0.005563285835017717;0.24728064771929645;1.2702684793810054E-15;3.2057116095533845E-16;4.450796540747751
44;2.7408071912464305;0.013794416950329798;0.28993968688089367;1.643397483407814E-15;4.442931881693893E-16;4.369792861670481
45;2.7408071912464305;0.0036639324838364726;0.286693806306256;1.812540671110647E-15;2.3571650346336616E-16;4.42380937919344
46;2.7408071912464305;0.009469067181354028;0.31932150522039765;2.1172896195093015E-15;5.81450757961778E-16;4.255151240961412
47;2.7408071912464305;0.018153625471591068;0.3608843880143058;2.0690164065291628E-15;3.667204837391412E-16;4.2335879058898875
48;2.7408071912464305;0.027842975964859143;0.3833811411771518;1.344140830672469E-15;6.223572815839612E-16;4.133966708799974
49;2.7408071912464305;0.01664518794502565;0.41959477465375;1.309769585667217E-15;2.8227341937583494E-16;4.206266357363167
50;2.7408071912464305;0.007915133306229975;0.4653066526862367;1.7020852554004728E-15;2.940591897703359E-16;4.134762186307062
51;2.7408071912464305;0.03438809726356515;0.4757630191254361;2.8647661603229747E-15;3.052101333110129E-16;4.011975186989134
52;2.7408071912464305;0.03438809726356515;0.5078587064357832;2.3674243461973332E-15;5.830348032983641E-16;3.95589506563178
53;2.7408071912464305;0.005005994414108996;0.5313552555363367;1.647020627952573E-15;2.6233648148905097E-16;3.9207926878678383
54;2.7408071912464305;0.013787163500353937;0.5674505088068773;2.470851913178064E-15;2.695086848001997E-16;3.811179913923046
55;2.7408071912464305;0.010986745328107226;0.6013648246819114;2.928068579179742E-15;3.040079169646331E-16;3.758996040457315
56;2.7408071912464305;5.8099642141720394E-6;0.6669067546556486;1.3561841185836868E-15;1.969235229099207E-16;3.7007518584256247
57;2.7408071912464305;0.011092688585898056;0.6923111653289353;1.780424294196723E-15;2.761306303508804E-16;3.583775211140759
58;2.7408071912464305;0.07685666615258355;0.7227710604111982;1.4603976646464531E-15;3.531192131439253E-16;3.433976441536886
59;2.7408071912464305;0.11815290643308536;0.7848345498970767;2.549527298137192E-15;1.9969307249929945E-16;3.4096934303085593
60;2.7408071912464305;0.03554895442723323;0.7989150431169314;1.4873674321150012E-15;2.0200626584169076E-16;3.381608485055524
61;3.005270098020634;0.03554895442723323;0.8927995515584526;2.6410563004011403E-15;3.2989703338180025E-16;3.357064160110914
62;3.005270098020634;0.019963056955455596;0.9334976516131632;1.564966374418988E-15;4.0325517888350746E-16;3.2287415788055664
63;3.005270098020634;0.07438218305495628;0.9803946298629335;1.9599373663941978E-15;1.8141348964230255E-16;3.1634613228212483
64;3.383525913192082;0.13908031440043672;1.0848197438544311;1.2575221557138907E-15;2.004106804547096E-16;3.0351316631923737
65;3.383525913192082;0.11089992718265641;1.1231673048890163;1.869348876766701E-15;1.886617750807409E-16;3.0132185066073114
66;3.383525913192082;0.21468674852583386;1.1902221143435276;1.3705738087995137E-15;2.501404653488896E-16;2.843205461054858
67;3.383525913192082;0.2336500117292006;1.254840255806383;2.5301378653548424E-15;1.7867694917966363E-16;2.8362039091364206
68;3.383525913192082;0.2336500117292006;1.3065119659146374;1.9354503213332513E-15;2.4029173186136275E-16;2.771632805599913
