runIndex;gen_nine;maxFit;divX_nine;divSig_nine;totDistSig_nine
1;511;9.999985684945068;2.591999215310511e-15;2.547438618908084e-18;0.033121275250211565
2;1073;9.902110404586843;2.271198914903027e-15;2.021112289138445e-21;3.6921596745859386e-05
3;569;9.999912089832893;8.363605612393548e-16;3.807915601349072e-18;0.04221010620172741
