Generation;Max;Min;Mean
243;5.49E-06;2.16E-47;9.04E-08
244;5.49E-06;1.70E-43;9.04E-08
245;5.49E-06;6.09E-52;9.05E-08
246;5.49E-06;9.84E-42;9.05E-08
247;5.49E-06;1.93E-43;9.05E-08
248;5.49E-06;1.93E-43;9.05E-08
249;5.49E-06;1.93E-43;9.05E-08
250;5.49E-06;6.39E-44;9.05E-08
251;5.49E-06;8.72E-58;9.05E-08
252;5.49E-06;2.91E-55;9.05E-08
253;5.49E-06;2.11E-53;9.05E-08
254;5.49E-06;2.11E-53;9.05E-08
255;5.49E-06;2.72E-38;9.05E-08
256;5.49E-06;3.05E-68;9.02E-08
257;5.49E-06;5.56E-41;9.02E-08
258;5.49E-06;1.56E-38;1.12E-07
259;5.49E-06;9.16E-42;1.12E-07
260;5.49E-06;4.42E-46;1.12E-07
261;5.49E-06;4.42E-46;1.12E-07
262;5.49E-06;5.93E-59;1.12E-07
263;5.49E-06;7.35E-59;1.12E-07
264;5.49E-06;8.18E-45;1.12E-07
265;5.49E-06;4.13E-35;1.13E-07
266;5.49E-06;2.18E-49;1.14E-07
267;5.49E-06;2.74E-69;1.14E-07
268;5.49E-06;4.89E-39;1.14E-07
269;5.49E-06;2.82E-37;1.14E-07
270;5.49E-06;5.69E-40;1.13E-07
271;5.49E-06;1.13E-45;1.13E-07
272;5.49E-06;2.52E-44;1.13E-07
273;5.49E-06;2.19E-59;1.13E-07
274;5.49E-06;4.68E-59;1.13E-07
275;5.49E-06;3.94E-46;1.13E-07
276;5.49E-06;3.98E-39;1.13E-07
277;5.49E-06;6.05E-72;1.13E-07
278;5.49E-06;4.28E-45;1.12E-07
279;5.49E-06;5.52E-54;1.12E-07
280;5.49E-06;2.85E-60;1.12E-07
281;5.49E-06;6.47E-64;1.12E-07
282;5.49E-06;6.47E-64;1.12E-07
283;5.49E-06;3.23E-56;1.15E-07
284;5.49E-06;1.17E-48;1.15E-07
285;5.49E-06;1.17E-48;1.15E-07
286;5.49E-06;5.82E-55;1.15E-07
287;5.49E-06;1.70E-51;1.15E-07
288;5.49E-06;7.51E-47;1.15E-07
289;5.49E-06;7.51E-47;1.15E-07
290;5.49E-06;8.37E-58;1.15E-07
291;5.49E-06;8.37E-58;1.15E-07
292;5.49E-06;7.21E-56;1.15E-07
293;5.49E-06;7.56E-46;1.15E-07
294;5.49E-06;9.77E-50;1.15E-07
295;5.49E-06;4.44E-64;1.15E-07
296;5.49E-06;2.73E-40;1.15E-07
297;5.49E-06;3.16E-43;1.15E-07
298;5.49E-06;2.64E-55;1.15E-07
299;5.49E-06;2.64E-55;1.15E-07
300;5.49E-06;3.88E-44;1.15E-07
301;5.49E-06;3.88E-44;1.15E-07
302;5.49E-06;1.02E-53;1.15E-07
303;5.49E-06;4.48E-40;1.15E-07
304;5.49E-06;3.71E-39;1.15E-07
305;5.49E-06;8.45E-55;1.15E-07
306;5.49E-06;4.98E-43;1.15E-07
307;5.49E-06;1.10E-42;1.15E-07
308;5.49E-06;4.03E-44;1.15E-07
309;5.49E-06;5.33E-51;1.15E-07
310;5.49E-06;5.05E-59;1.15E-07
311;5.49E-06;1.86E-50;1.15E-07
312;5.49E-06;1.71E-46;1.16E-07
313;5.49E-06;2.05E-46;1.16E-07
314;5.49E-06;2.05E-46;1.16E-07
315;5.49E-06;1.27E-45;1.44E-07
316;5.49E-06;1.05E-43;1.44E-07
317;5.49E-06;8.59E-46;1.44E-07
318;5.49E-06;2.44E-41;1.44E-07
319;5.49E-06;1.04E-51;1.44E-07
320;5.49E-06;3.21E-45;1.99E-07
321;5.49E-06;4.00E-78;2.55E-07
322;5.49E-06;6.12E-55;3.11E-07
323;5.49E-06;6.79E-41;3.67E-07
324;5.49E-06;1.97E-61;5.06E-07
325;5.49E-06;2.14E-27;8.96E-07
326;5.49E-06;2.14E-27;1.29E-06
327;5.49E-06;1.55E-23;1.67E-06
328;5.49E-06;2.93E-18;2.15E-06
329;5.49E-06;3.02E-12;2.48E-06
330;5.49E-06;3.54E-11;2.66E-06
331;5.49E-06;1.84E-09;2.78E-06
332;5.49E-06;4.29E-09;2.81E-06
333;5.49E-06;2.77E-06;2.85E-06
334;5.49E-06;2.75E-47;2.84E-06
335;5.49E-06;2.79E-06;2.88E-06
336;5.49E-06;2.80E-06;2.89E-06
337;5.49E-06;2.82E-06;2.90E-06
338;5.49E-06;2.83E-06;2.91E-06
339;5.49E-06;2.84E-06;2.92E-06
340;5.49E-06;2.85E-06;2.93E-06
341;5.49E-06;1.36E-38;2.92E-06
342;5.49E-06;1.36E-38;2.87E-06
343;5.49E-06;2.86E-06;2.98E-06
344;5.49E-06;2.88E-06;3.00E-06
345;5.49E-06;2.81E-29;3.00E-06
346;5.49E-06;7.89E-28;2.98E-06
347;5.49E-06;2.90E-06;3.08E-06
348;5.49E-06;2.92E-06;3.10E-06
349;5.49E-06;2.92E-06;3.15E-06
350;5.49E-06;2.94E-06;3.21E-06
351;5.49E-06;2.97E-06;3.31E-06
352;5.49E-06;2.98E-06;3.40E-06
353;5.49E-06;3.04E-06;3.51E-06
354;5.49E-06;9.51E-44;3.53E-06
355;5.49E-06;3.10E-06;3.77E-06
356;5.49E-06;3.15E-06;3.89E-06
357;5.49E-06;3.18E-06;4.07E-06
358;5.49E-06;3.28E-06;4.28E-06
359;5.53E-06;4.86E-62;4.28E-06
360;6.32E-06;3.38E-06;4.66E-06
361;6.32E-06;3.38E-06;4.87E-06
362;6.54E-06;3.94E-06;5.09E-06
363;6.55E-06;4.10E-06;5.31E-06
364;6.75E-06;4.71E-06;5.53E-06
365;7.91E-06;4.91E-06;5.78E-06
366;8.77E-06;4.94E-06;6.07E-06
367;9.94E-06;5.25E-06;6.43E-06
368;1.05E-05;5.45E-06;7.00E-06
369;8.07E-05;5.61E-06;8.57E-06
370;0.001395441;6.08E-06;2.67E-05
371;0.003103971;6.26E-06;7.09E-05
372;0.006728568;6.40E-06;2.44E-04
373;0.006728568;6.83E-06;4.98E-04
374;0.009011978;8.33E-06;0.001094253
375;0.013575077;9.61E-06;0.002089841
376;0.019065059;1.18E-05;0.003837939
377;0.019065059;4.14E-05;0.005724785
378;0.019065059;8.42E-05;0.007511128
379;0.019065059;8.30E-04;0.009120426
380;0.022604873;0.001484083;0.010907383
381;0.022604873;0.003110324;0.012238382
382;0.022604873;0.005541903;0.013342037
383;0.022604873;0.005541903;0.013768219
384;0.022698839;0.003161513;0.014706179
385;0.023189674;0.007964008;0.015372552
386;0.023189674;0.008018919;0.015951958
387;0.023189674;0.009703772;0.016366784
388;0.023671987;0.009703772;0.017264456
389;0.023671987;0.007762858;0.017539255
390;0.023671987;0.009414802;0.017982419
391;0.024095162;0.008073848;0.018284511
392;0.024095162;0.014411201;0.018824662
393;0.024773331;0.015099898;0.019278031
394;0.027024767;0.014541332;0.019664246
395;0.027024767;0.011122636;0.02000021
396;0.027024767;0.016150585;0.020551089
397;0.027024767;0.016766045;0.021173022
398;0.027024767;0.017630933;0.02189781
399;0.02980426;0.018735256;0.022792322
400;0.02980426;0.019307319;0.023474425
401;0.032395224;0.020216379;0.024424589
402;0.034370519;0.021685106;0.025624679
403;0.035388695;0.022365807;0.026678347
404;0.035777897;0.023960511;0.027757511
405;0.035777897;0.024622555;0.028773868
406;0.036624212;0.024815909;0.029757804
407;0.037849576;0.025275188;0.03061804
408;0.038549446;0.026198715;0.03173505
409;0.038965257;0.026757345;0.03293102
410;0.039864707;0.026757345;0.034060489
411;0.03996279;0.029917724;0.035114558
412;0.040900934;0.030692508;0.035774516
413;0.042033869;0.031510635;0.03676725
414;0.044406216;0.031658348;0.037518376
415;0.044406216;0.034068106;0.038203569
416;0.044406216;0.035730925;0.038899227
417;0.044406216;0.036296152;0.039553905
418;0.044406216;0.03694607;0.039994272
419;0.044406216;0.03694607;0.040289995
420;0.044406216;0.037648609;0.040650169
421;0.044406216;0.035276242;0.040840706
422;0.044406216;0.035276242;0.04109714
423;0.04640385;0.03917828;0.041436893
424;0.04640385;0.037947868;0.041531029
425;0.055264798;0.02459249;0.041730957
426;0.055264798;0.031711777;0.041996269
427;0.055264798;0.033686637;0.042244283
428;0.055264798;0.039527618;0.042771148
429;0.055264798;0.032793754;0.04324037
430;0.055791396;0.038283332;0.044245183
431;0.055791396;0.04074632;0.046005981
432;0.057721169;0.041336346;0.048124431
433;0.057721169;0.041700363;0.049349868
434;0.057721169;0.042363169;0.05080896
435;0.058327877;0.043226316;0.052007082
436;0.058327877;0.046084837;0.053155898
437;0.058327877;0.046084837;0.053688408
438;0.058327877;0.050301551;0.054126358
439;0.058327877;0.050745025;0.054567749
440;0.060179125;0.051264915;0.054930732
441;0.060179125;0.052836256;0.055376095
442;0.060179125;0.053018716;0.055905512
443;0.060179125;0.051150615;0.056152588
444;0.060763911;0.05064814;0.056468011
445;0.060819551;0.053868549;0.056794138
446;0.062616824;0.054161399;0.057220912
447;0.062616824;0.054663692;0.057754657
448;0.062616824;0.055208193;0.058196116
449;0.062921053;0.055208193;0.058757068
450;0.064443455;0.055208193;0.059235123
451;0.064443455;0.056178852;0.059859195
452;0.064443455;0.056178852;0.060317529
453;0.06673757;0.056588165;0.06074562
454;0.06673757;0.056934779;0.061151351
455;0.06673757;0.058327877;0.06175545
456;0.069873792;0.058544571;0.062284883
457;0.069873792;0.059739172;0.062854222
458;0.07129491;0.059739172;0.063644598
459;0.072235064;0.06036233;0.064510064
460;0.072235064;0.06088802;0.065283519
461;0.072235064;0.061999785;0.066108052
462;0.076382988;0.062222106;0.067394366
463;0.074056702;0.062601298;0.06818524
464;0.074995332;0.062958132;0.068987886
465;0.081716052;0.064244838;0.069865067
466;0.081716052;0.065547902;0.070893271
467;0.081716052;0.066293044;0.071645884
468;0.084220654;0.06673757;0.072385006
469;0.084220654;0.068818731;0.073468489
470;0.084220654;0.069260053;0.074175282
471;0.085111427;0.069885321;0.075202746
472;0.093033404;0.070356838;0.076335676
473;0.096199363;0.071601091;0.077431529
474;0.096199363;0.072150457;0.078815802
475;0.100084201;0.073279184;0.081385264
476;0.101854028;0.073279184;0.083398647
477;0.103497294;0.075106762;0.086382654
478;0.106573891;0.076819812;0.088928853
479;0.112979973;0.07893214;0.091807533
480;0.122199348;0.081452075;0.095816366
481;0.128975688;0.083274762;0.099662814
482;0.134006286;0.085022137;0.104549818
483;0.134006286;0.088739295;0.10876146
484;0.135846605;0.094948103;0.113088684
485;0.135846605;0.098784574;0.116776598
486;0.138337642;0.099206734;0.119176921
487;0.154316513;0.104654085;0.122042191
488;0.154316513;0.108219843;0.124726202
489;0.156929331;0.109014689;0.128059584
490;0.160853398;0.114652757;0.132314123
491;0.178555873;0.118485942;0.136410962
492;0.178555873;0.120241411;0.140724069
493;0.189690234;0.12498013;0.147114562
494;0.210466784;0.127199497;0.154747489
495;0.214420121;0.133882134;0.163550353
496;0.225963941;0.138917333;0.173906595
497;0.262147779;0.145493496;0.183662541
498;0.262147779;0.149941801;0.193465727
499;0.274521231;0.159243002;0.203696151
500;0.283725633;0.160176328;0.214978039
501;0.283725633;0.18017512;0.227059475
502;0.28879249;0.19021283;0.237652855
503;0.291895109;0.197467568;0.245292497
504;0.312329153;0.204318021;0.253721375
505;0.312329153;0.210954683;0.260948165
506;0.312329153;0.227612895;0.266896875
507;0.312329153;0.230735149;0.269923318
508;0.312329153;0.237237574;0.273478464
509;0.312329153;0.242801803;0.275253245
510;0.312329153;0.256950178;0.279274098
511;0.312329153;0.253449631;0.280834578
512;0.312329153;0.249442504;0.283742432
513;0.316937357;0.253588054;0.286345918
514;0.316937357;0.258075267;0.287799613
515;0.316937357;0.268105873;0.290574766
516;0.316937357;0.228464778;0.291005841
517;0.323706261;0.257371733;0.293182092
518;0.326595385;0.272902749;0.294866256
519;0.326595385;0.267998091;0.295753469
520;0.326595385;0.26015588;0.296234535
521;0.326595385;0.275978843;0.297728159
522;0.326595385;0.278937415;0.299482153
523;0.326595385;0.257935743;0.300761842
524;0.326595385;0.277078012;0.302825383
525;0.326595385;0.288946743;0.304388225
526;0.326595385;0.286741387;0.30521513
527;0.326595385;0.291043789;0.307258464
528;0.326595385;0.290285911;0.308840786
529;0.326595385;0.287944952;0.309431548
530;0.326595385;0.294140578;0.310689381
531;0.326595385;0.280412337;0.311859661
532;0.326595385;0.283081372;0.312290912
533;0.326595385;0.294762033;0.313995148
534;0.331859899;0.288829415;0.314125645
535;0.331859899;0.294329477;0.315898024
536;0.331859899;0.289287404;0.315946326
537;0.331859899;0.291168777;0.316647662
538;0.331859899;0.302420409;0.31755479
539;0.326989424;0.223863269;0.316755657
540;0.329127244;0.292091742;0.31801803
541;0.329127244;0.268922131;0.317905321
542;0.334332495;0.275998808;0.319126429
543;0.334332495;0.274416935;0.318952241
544;0.334332495;0.284191062;0.319326557
545;0.334332495;0.278262149;0.319213536
546;0.334332495;0.292565625;0.319748698
547;0.334332495;0.251643405;0.31936553
548;0.336649429;0.301696338;0.320644387
549;0.336649429;0.289306443;0.320856875
550;0.336649429;0.295480676;0.321474791
551;0.336649429;0.296278431;0.322186295
552;0.336649429;0.281446368;0.322003349
553;0.337076294;0.271872683;0.321615725
554;0.337076294;0.296278431;0.322939822
555;0.337076294;0.292441979;0.323036555
556;0.337076294;0.292441979;0.323091401
557;0.346736486;0.292441979;0.324146238
558;0.346736486;0.287659787;0.324190678
559;0.346736486;0.300366816;0.325263327
560;0.346736486;0.300366816;0.325305055
561;0.346736486;0.300797429;0.325533451
562;0.346736486;0.290200587;0.32505726
563;0.346736486;0.288532264;0.325057436
564;0.346736486;0.276258793;0.325599051
565;0.346736486;0.281767177;0.325549029
566;0.346736486;0.30021931;0.326385361
567;0.346736486;0.293862816;0.326325772
568;0.346736486;0.304422935;0.327706246
569;0.346736486;0.30199914;0.327953252
570;0.346736486;0.30199914;0.328232215
571;0.346736486;0.30199914;0.328920828
572;0.347323896;6.82E-20;0.326526656
573;0.347323896;0.28771812;0.329876361
574;0.349988597;0.31154226;0.331020133
575;0.349988597;0.300121455;0.331093334
576;0.349988597;0.282488037;0.330710477
577;0.349988597;0.296522838;0.331370834
578;0.352428451;0.254275792;0.331033561
579;0.352428451;0.275585126;0.332396173
580;0.352428451;0.292178682;0.333359346
581;0.352428451;0.296366192;0.333554175
582;0.352428451;0.296172161;0.335168223
583;0.352754206;0.306895681;0.335921659
584;0.352754206;0.317723839;0.337169354
585;0.352754206;0.288831585;0.336982949
586;0.352754206;0.308507155;0.337859233
587;0.352754206;0.292484626;0.337735435
588;0.352754206;0.298916214;0.337705642
589;0.352754206;0.305518687;0.337801436
590;0.352754206;0.305518687;0.337693536
591;0.357557375;0.305518687;0.339186581
592;0.357557375;0.296930668;0.339253504
593;0.357557375;0.310979764;0.340455572
594;0.357557375;0.293909212;0.34004649
595;0.357557375;0.293909212;0.340240984
596;0.357557375;0.306151131;0.340483998
597;0.357557375;0.307279195;0.341455125
598;0.357557375;0.307279195;0.341568896
599;0.357557375;0.327446862;0.342490642
600;0.357557375;0.325773113;0.342571322
601;0.357557375;0.31245216;0.342458134
602;0.357557375;0.312313503;0.342705975
603;0.357557375;0.311955566;0.343043313
604;0.357557375;0.318686837;0.343218557
605;0.35870742;0.317505518;0.343940304
606;0.35870742;0.317505518;0.344544671
607;0.35870742;0.291032434;0.344178038
608;0.361842725;0.312205604;0.344592017
609;0.361842725;0.293335197;0.345498999
610;0.361842725;0.289324485;0.345463902
611;0.361842725;0.320944193;0.346151004
612;0.361842725;0.298987116;0.345621496
613;0.362660937;0.298987116;0.346325214
614;0.362660937;0.297560186;0.346573498
615;0.362660937;0.306472667;0.347221731
616;0.363496458;0.310047407;0.347220067
617;0.363496458;1.04E-25;0.343776678
618;0.363496458;0.304908135;0.347152081
619;0.363496458;0.31473763;0.348178798
620;0.363496458;0.315602495;0.347999912
621;0.363496458;0.31197728;0.347975065
622;0.363496458;0.316902806;0.348384813
623;0.363496458;0.31287873;0.348408183
624;0.368262095;0.329778634;0.350011154
625;0.368262095;0.318716759;0.350218503
626;0.368262095;0.318716759;0.350292443
627;0.368262095;0.304973308;0.35051133
628;0.368262095;0.337551105;0.351690449
629;0.368262095;0.325743539;0.351487266
630;0.368262095;0.334569421;0.352183153
631;0.368262095;0.293087377;0.35179832
632;0.368262095;0.304845839;0.351711308
633;0.368262095;0.298920571;0.351542208
634;0.368262095;0.28930058;0.350995926
635;0.368262095;0.298920571;0.349844598
636;0.368262095;0.301273046;0.351169361
637;0.368262095;0.30435576;0.351334341
638;0.370993373;0.304477102;0.352335285
639;0.370993373;0.303109166;0.352721479
640;0.370993373;0.327625148;0.353372005
