0; 2.6748217479482125E-5; 8.087714536847379E-66; 2.6750112547162227E-7
1; 2.6748217479482125E-5; 8.929193783589559E-65; 2.675011223350728E-7
2; 2.6748217479482125E-5; 7.262823648838202E-57; 2.8083365452816647E-7
3; 2.6748217479482125E-5; 4.755999667653328E-61; 2.6749609455643955E-7
4; 2.6748217479482125E-5; 1.282680037494416E-67; 2.674958638942767E-7
5; 1.3681595010866781E-9; 3.7371495544988465E-59; 1.4652454021276575E-11
6; 4.6764943557683585E-9; 2.381791650828935E-62; 6.791076486796408E-11
7; 5.646284309605945E-6; 6.928769344279053E-66; 5.653106868259644E-8
8; 5.646284309605945E-6; 4.6415259130684465E-76; 5.6561342263976093E-8
9; 5.646284309605945E-6; 3.114744895104569E-73; 5.6561136764692196E-8
10; 5.646284309605945E-6; 1.6538946762621114E-51; 5.6514375280945684E-8
11; 5.646284309605945E-6; 1.3745375394511093E-51; 5.651437527964752E-8
12; 5.646284309605945E-6; 3.703667768047255E-62; 5.651420909276338E-8
13; 5.646284309605945E-6; 3.1211160939887565E-60; 5.6589224075287296E-8
14; 5.646284309605945E-6; 1.9072044251806526E-63; 5.65755747199994E-8
15; 5.646284309605945E-6; 6.3484475982872635E-65; 5.71291302311484E-8
16; 5.646284309605945E-6; 3.988975271626369E-76; 5.712963311946813E-8
17; 1.328039747237892E-5; 5.262408096895012E-71; 1.8992427705473937E-7
18; 1.328039747237892E-5; 1.8455519472217315E-56; 1.916252736703723E-7
19; 8.010505759366585E-6; 3.979149353694325E-56; 1.386015784888538E-7
20; 1.37667160619299E-7; 3.75683643401553E-46; 2.033814453059855E-9
21; 1.4181995609955224E-4; 1.8179179049762676E-60; 1.4195773869895787E-6
22; 3.2888311007078015E-9; 2.9175414757369273E-50; 3.326042345238098E-11
23; 3.2888311007078015E-9; 1.2687225732189245E-78; 5.0326490948399245E-11
24; 3.731365909262816E-8; 1.5476023991538233E-50; 4.232984066513827E-10
25; 3.731365909262816E-8; 2.143233915722433E-58; 4.4085066414128623E-10
26; 3.731365909262816E-8; 2.8034840460638415E-61; 4.080084278671051E-10
27; 2.5959848075977713E-6; 1.0412021526568514E-65; 2.7336287586844893E-8
28; 2.5959848075977713E-6; 5.362929809455091E-63; 2.734889271826742E-8
29; 2.5959848075977713E-6; 3.5750037355116475E-58; 2.638355974276421E-8
30; 6.068172058480154E-4; 8.786662947481342E-70; 6.094182631662614E-6
31; 6.068172058480154E-4; 6.982316542990059E-55; 6.209448758853929E-6
32; 2.5959848075977713E-6; 1.0505990942664771E-60; 2.5989032425194958E-8
33; 2.5959848075977713E-6; 1.1658702272823014E-77; 2.5989062311516803E-8
34; 2.5959848075977713E-6; 8.029858288303375E-58; 2.5980235348817E-8
35; 2.5959848075977713E-6; 8.379378743396556E-53; 2.5962646152392436E-8
36; 2.5959848075977713E-6; 9.925901572480745E-65; 2.5985915241507703E-8
37; 2.5959848075977713E-6; 2.2992292324130828E-51; 2.930383564211699E-8
38; 2.5959848075977713E-6; 1.1563011476493215E-65; 2.9305789613626573E-8
39; 2.5959848075977713E-6; 1.7214201598867067E-52; 2.9306645503636253E-8
40; 2.5959848075977713E-6; 9.133152517919365E-67; 2.928104557490042E-8
41; 2.5959848075977713E-6; 9.133152517919365E-67; 2.9281811396494114E-8
42; 2.5959848075977713E-6; 8.60337348258333E-60; 2.928310099354393E-8
43; 2.5959848075977713E-6; 1.0220690870623543E-56; 2.9326143254062695E-8
44; 2.5959848075977713E-6; 2.9070859458071023E-74; 2.9300367375850656E-8
45; 3.318112979436605E-7; 1.3769093784616287E-59; 3.3572705701629E-9
46; 3.567210110582912E-9; 5.418867244062394E-56; 3.97531338197285E-11
47; 3.567210110582912E-9; 2.2372169447944983E-47; 3.880132080988398E-11
48; 6.931816497871056E-9; 2.7596495270129586E-58; 1.0795848719541706E-10
49; 3.009851353884753E-6; 2.40905400107894E-63; 3.020638100792946E-8
50; 3.009851353884753E-6; 2.433337337435992E-55; 3.020651759716923E-8
51; 3.009851353884753E-6; 3.6562812041876393E-69; 3.024327461383232E-8
52; 3.009851353884753E-6; 9.764012679829899E-71; 3.014564614272415E-8
53; 3.009851353884753E-6; 7.544678480439334E-60; 3.6641353219526224E-8
54; 3.009851353884753E-6; 2.7132377297780872E-65; 3.012072212177101E-8
55; 3.009851353884753E-6; 2.8839743506756037E-51; 3.0242938566860404E-8
56; 3.009851353884753E-6; 1.2650941777369056E-57; 3.0242936941509E-8
57; 3.009851353884753E-6; 3.7979597614778135E-59; 3.0242943764339245E-8
58; 3.009851353884753E-6; 3.054260436029154E-64; 3.024719358515918E-8
59; 3.705411925493356E-4; 1.441941815822293E-60; 3.7602913424776236E-6
60; 3.705411925493356E-4; 3.5156590210708847E-59; 3.760291220114607E-6
61; 3.009851353884753E-6; 4.3464664704641285E-63; 5.488818112625474E-8
62; 3.009851353884753E-6; 6.17956959969735E-62; 5.4753758784420236E-8
63; 3.009851353884753E-6; 8.158309661760509E-57; 5.473879202068098E-8
64; 3.009851353884753E-6; 2.841300277516674E-61; 7.496598319926358E-8
65; 3.009851353884753E-6; 6.102720079769757E-78; 7.49624234869696E-8
66; 3.009851353884753E-6; 1.5728924473003572E-62; 7.496196028163784E-8
67; 3.009851353884753E-6; 2.514283668025696E-55; 7.50258139586523E-8
68; 2.4635607731944876E-6; 1.7122673985323956E-44; 4.492698195018657E-8
69; 2.4635607731944876E-6; 9.073057930457902E-49; 2.469984020224709E-8
70; 2.4635607731944876E-6; 2.3993686863259454E-62; 3.810174393186182E-8
71; 1.3401940326400052E-6; 2.1197048415127325E-63; 2.101087926805762E-8
72; 1.3401940326400052E-6; 4.040556046287494E-59; 2.591102144162248E-8
73; 1.3401940326400052E-6; 4.482136900934906E-80; 2.5872663942960204E-8
74; 1.3401940326400052E-6; 3.08344273731523E-70; 2.5893145033284757E-8
75; 7.544145282442957E-7; 6.277716778089183E-65; 1.247159616512126E-8
76; 7.544145282442957E-7; 1.5367422821186913E-56; 1.2471441824489974E-8
77; 7.544145282442957E-7; 6.068942212847832E-69; 1.2466718748589591E-8
78; 7.544145282442957E-7; 2.7582893157844025E-47; 7.55580385631811E-9
79; 7.544145282442957E-7; 2.7718014587219168E-55; 7.820908007014774E-9
80; 7.544145282442957E-7; 2.937221032441706E-60; 7.849642991050625E-9
81; 2.6802607445009507E-8; 1.0905742635412265E-48; 3.8217690846880287E-10
82; 2.6802607445009507E-8; 2.016835441566443E-59; 3.819839134477498E-10
83; 2.6802607445009507E-8; 2.2920532666812184E-49; 4.269777906800563E-10
84; 9.115480384901512E-6; 7.8215220043340575E-59; 9.155863235965584E-8
85; 9.115480384901512E-6; 2.8920906394327836E-56; 9.156979282363446E-8
86; 8.423516180241371E-9; 1.5579445003168527E-61; 1.6834615471508627E-10
87; 8.52936183443317E-9; 8.800814046684164E-54; 2.311279266510154E-10
88; 8.52936183443317E-9; 1.4643634606969131E-64; 2.311337334559017E-10
89; 8.52936183443317E-9; 1.0570117156652863E-60; 2.1780969696327517E-10
90; 8.52936183443317E-9; 5.454056302610687E-47; 1.9791738542039408E-10
91; 8.52936183443317E-9; 3.282694396560588E-51; 1.6013272204756128E-10
92; 1.105511631256974E-4; 2.3619379575890604E-69; 1.1056787036468488E-6
93; 1.105511631256974E-4; 1.926045972872703E-73; 1.1056786891220055E-6
94; 8.52936183443317E-9; 2.3660284501692216E-76; 1.6824178247968924E-10
95; 8.52936183443317E-9; 1.0463904047115444E-55; 1.7335028448183044E-10
96; 2.9587461126057053E-7; 4.628192450581808E-67; 3.1570626792620736E-9
97; 8.52936183443317E-9; 4.169748371329617E-66; 2.7750254945458963E-10
98; 8.52936183443317E-9; 3.5532162421362933E-75; 2.208494276902139E-10
99; 4.600896503913396E-9; 5.217681204829515E-55; 7.799041578432425E-11
100; 4.600896503913396E-9; 5.217681204829515E-55; 5.0617866751510115E-11
101; 4.600896503913396E-9; 3.48149268130117E-61; 5.061925181411512E-11
102; 4.600896503913396E-9; 5.483844742178478E-68; 5.064837933809478E-11
103; 4.600896503913396E-9; 4.102187784046898E-60; 5.0763187735059355E-11
104; 4.600896503913396E-9; 8.258635414443497E-60; 4.653057588154285E-11
105; 4.600896503913396E-9; 8.602914193789842E-67; 6.471875406686431E-11
106; 4.600896503913396E-9; 7.314626968314263E-55; 6.444861413131463E-11
107; 4.600896503913396E-9; 8.075104110993606E-54; 6.572581235300071E-11
108; 4.0253263675639554E-8; 1.156685658094505E-53; 4.718874010687217E-10
109; 4.0253263675639554E-8; 2.485692271925751E-59; 4.71471171506778E-10
110; 1.0974188383608951E-7; 2.0614951230854978E-69; 1.55094753470252E-9
111; 1.0974188383608951E-7; 1.5395268397054026E-54; 1.1493307493260199E-9
112; 1.3067729119741744E-7; 6.459953677943163E-65; 2.405955707205215E-9
113; 1.0974188383608951E-7; 1.2944513082089337E-74; 1.099172591146512E-9
114; 1.0974188383608951E-7; 8.773191919126403E-68; 1.0991305627676476E-9
115; 1.0974188383608951E-7; 3.665088132400398E-64; 1.0995693177562333E-9
116; 1.0974188383608951E-7; 1.987374150891117E-58; 1.5361237474442392E-9
117; 1.0974188383608951E-7; 1.8715715059448825E-47; 1.536158721691087E-9
118; 1.0974188383608951E-7; 1.5945932744371713E-49; 1.5754844395360412E-9
119; 1.0974188383608951E-7; 1.4902866766117537E-46; 1.6238883588212546E-9
120; 2.93289742687688E-7; 6.273027369178666E-53; 4.627356984890837E-9
121; 2.93289742687688E-7; 2.088456547383313E-58; 4.587892754837663E-9
122; 2.93289742687688E-7; 7.76123929541824E-54; 3.5173414840827035E-9
123; 2.93289742687688E-7; 5.387820328857892E-55; 3.5172611576477876E-9
124; 5.453633182106178E-7; 7.004889926171294E-60; 8.485661966607783E-9
125; 6.378546159361083E-9; 1.031003383303082E-54; 7.222057343485833E-11
126; 6.378546159361083E-9; 7.750135611504904E-51; 9.199252359455499E-11
127; 2.5955264177053968E-8; 4.184435037884456E-59; 3.520970203710437E-10
128; 6.037518635906495E-8; 5.626094942974498E-53; 9.5717071305781E-10
129; 6.037518635906495E-8; 2.417893456858872E-66; 8.92184203239853E-10
130; 2.5955264177053968E-8; 6.168159683953874E-55; 2.8960798365331E-10
131; 1.425099884309701E-6; 2.863038384842264E-63; 1.4611789602410108E-8
132; 1.425099884309701E-6; 4.1518320712294146E-67; 1.4616513694845685E-8
133; 9.093315549607944E-9; 4.4817798970258174E-58; 9.686391012565645E-11
134; 9.093315549607944E-9; 2.1592493486937E-61; 9.529401211792451E-11
135; 1.4720436664547511E-8; 6.962125405827017E-60; 2.4357038652014727E-10
136; 1.4720436664547511E-8; 7.540482761653059E-65; 2.4083361144137234E-10
137; 1.4720436664547511E-8; 9.33345069002854E-59; 2.499120074742714E-10
