runIndex;gen_nine;maxFit;divX_nine;divSig_nine;totDistSig_nine
1;297;9.999944130468288;4.072222724632912e-15;1.0940787213135244e-18;0.02103163872246557
2;257;9.999979736759991;2.4007571118906733e-15;1.5802418684825447e-18;0.01996494112156785
3;321;9.999751578961519;1.604501693867789e-15;2.66720791568674e-18;0.025075509355869552
